No,yield20,SampleName,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var
L143,1,Restricted_L143,5.96,7.17,6.3,7.41,6.71,0.598372793,111,751.01002,-0.2226,201,-0.009922,0.212678,109,9.091,10.962,15.598,17.826,0.401613121,0.980420196,2.013191,8.632193,1.169362,21.946516,450.9769,6540.08789,1.2868,-85.23331,22.68665,2589.54409,1363.08163,1226.46247,-0.00426204,0.01089485,-0.02110729,0.00057157,0.08364322,0.01639991,0.42808064,473.03,252.11,8.13354,13.68989,0.4008541,0.00133073,-42.82579,-13.10172,-0.7863185,0.037278
L144,1,Restricted_L144,5.19,6.53,5.79,6.67,6.045,0.596217242,103,610.91295,-0.223579,167,-0.001044,0.222535,103,9.267,10.255,11.236,17.899,0.454404671,0.965738642,1.969607,7.868623,0.778067,20.092209,225.0018,5613.88581,1.2194,-81.53061,17.49186,2227.17995,1289.24803,937.93192,-0.00273176,0.00875266,-0.01851784,0.00059892,0.05962582,0.01356658,0.35007626,474.11,149.57,7.96045,13.68682,0.40227378,0.00093257,-42.50624,-13.29274,-0.7345374,0.028801
L145,1,Restricted_L145,7.12,7.36,13.91,6.91,8.825,2.940140303,40,316.35399,-0.231884,83,-0.039351,0.192532,39,8.12,7.419,7.861,15.741,0.50743045,0.969273399,1.208118,5.089243,2.956804,14.950428,174.9208,2491.50127,1.4228,-72.64311,21.81847,1221.75342,625.34828,596.40514,-0.00464126,0.01586625,-0.02614398,0.00063527,0.10610425,0.02130287,0.56826557,154.28,187.84,8.35737,14.8947,0.41100298,0.00192201,-40.41895,-13.18871,-0.849528,0.057337
L146,0,Restricted_L146,13.12,12.87,15.64,8.44,12.5175,2.591489678,24,168.19339,-0.232306,45,-0.034563,0.197743,22,5.93,5.782,6.417,11.799,0.491665972,0.994856661,0.825078,3.140908,2.157717,22.364917,36.6262,1418.40005,1.3288,-71.92427,24.05674,766.3692,458.4972,307.872,-0.00277836,0.01699561,-0.03222666,0.0009133,0.1057518,0.02378272,0.62897344,93.27,121.34,8.27063,14.85138,0.42058215,0.00176575,-39.73842,-13.57474,-0.8031225,0.065285
L147,0,Restricted_L147,16.37,20.76,7.29,7.33,12.9375,5.837633831,44,268.39723,-0.197467,73,-0.001049,0.196418,43,5.917,8.097,8.991,11.032,0.392318634,0.93222917,1.573061,5.616717,2.825766,10.731331,81.4599,2514.86023,1.1959,-63.82926,32.1964,1151.49071,615.22167,536.26904,-0.00100195,0.01345434,-0.01758659,0.00039739,0.18408881,0.01546984,0.41847845,197.74,124.71,6.92671,13.56638,0.40337731,0.00153374,-34.2537,-12.8817,-0.7488383,0.029244
L148,0,Restricted_L148,17.88,21.94,4.56,5.09,12.3675,7.680160724,28,142.24223,-0.190492,40,0.089168,0.27966,20,4.817,5.453,8.341,9.235,0.40101611,0.958584181,0.862441,3.055092,2.113718,7.68101,48.9275,1461.12913,1.0909,-70.60843,22.22482,738.71767,571.51292,167.20476,0.00111887,0.00945304,-0.02736766,0.00095334,0.04320327,0.01292622,0.36756908,165.68,41.19,6.82337,13.38744,0.4014117,0.00124135,-32.1012,-13.73775,-0.6773617,0.019985
L149,0,Restricted_L149,10.8,30.05,15.06,15,17.7275,7.321015555,21,137.17934,-0.22109,37,3.40E-05,0.221124,21,5.128,6.391,6.786,10.239,0.437265118,0.998342434,0.904462,4.073387,2.827751,13.752932,149.144,1246.87828,1.2328,-63.82054,42.49013,660.99927,405.18046,255.81881,0.00142321,0.01914425,-0.0266444,0.000748,0.15573664,0.02175096,0.59992796,77.31,107.79,6.99778,14.20479,0.40541723,0.00198449,-37.43689,-12.52756,-0.7791847,0.042701
L150,0,Restricted_L150,16.58,21.15,14.68,14.33,16.685,2.716307236,48,294.43458,-0.198628,80,0.0015,0.200128,46,7.55,6.075,11.75,14.866,0.454742896,0.984503311,0.998882,3.646438,2.23062,6.283199,243.6906,2744.55115,1.2022,-69.81124,21.77061,1317.14551,838.94468,478.20083,-0.00126659,0.01155162,-0.02375456,0.00045728,0.07860818,0.01634879,0.43489235,241.2,127.64,6.86556,13.5834,0.39838116,0.00149147,-33.87322,-13.14462,-0.7536071,0.031924
L151,0,Restricted_L151,6.66,10.36,7.54,7.57,8.0325,1.392612204,46,300.39604,-0.191738,81,1.10E-05,0.191749,43,6.898,6.938,11.172,12.33,0.405059133,0.893737315,1.280121,4.883193,3.974337,17.005689,241.6758,2660.97863,1.265,-68.15476,22.26068,1259.10575,639.63922,619.46653,-0.00233957,0.01606593,-0.02134445,0.00042366,0.15973301,0.01878641,0.50784341,164.32,188.27,6.94608,15.01884,0.40793139,0.00184536,-37.67962,-13.30502,-0.7760615,0.043894
L152,0,Restricted_L152,17.68,20.27,7.05,7.47,13.1175,5.930503246,38,309.23399,-0.204714,81,-0.015883,0.18883,28,5.869,7.99,9.032,10.834,0.388928777,0.922985176,1.367913,5.580244,3.381804,7.353208,70.6485,2484.8972,1.3945,-64.80001,19.97355,1142.07393,590.21532,551.85861,-0.00019812,0.01301532,-0.01432995,0.00036699,0.18030125,0.01365862,0.37145062,216.31,103.5,7.12256,13.96555,0.40542053,0.00159093,-32.99223,-13.05927,-0.7266813,0.031235
L153,0,Restricted_L153,7.7,8.32,11.34,8.93,9.0725,1.379481334,38,266.33826,-0.228831,71,-0.046381,0.18245,33,6.89,6.492,10.336,13.665,0.448135638,0.991654572,0.901323,4.059202,2.867523,19.489615,197.0634,2313.52512,1.29,-73.22996,23.94932,1141.34092,544.98374,596.35718,-0.00479178,0.01510118,-0.02297105,0.00059882,0.12677395,0.0193313,0.52281864,170.49,149.12,8.05554,14.60342,0.40747905,0.00150364,-39.97823,-12.96038,-0.7972929,0.046101
L154,0,Restricted_L154,8.59,9.99,6.28,5.76,7.655,1.718145803,79,500.69598,-0.140477,136,-0.012335,0.128143,63,8.501,9.148,14.233,14.314,0.37973206,0.841900953,1.318685,6.533571,1.209401,7.805588,221.238,4504.40592,1.2456,-190.32431,-29.09478,2044.00456,0,2044.00456,-0.09870311,0,-0.09870311,0.00208463,0,0.03532641,2.68584824,0,572.38,6.38889,13.68635,0.38089573,0.001465,-40.45182,-13.26341,-0.7904066,0.055268
L155,0,Restricted_L155,8.63,10.15,6.36,5.83,7.7425,1.743034351,85,528.74921,-0.140071,144,-0.011677,0.128394,71,8.746,8.841,14.502,14.847,0.388766693,0.848788017,1.350935,6.237051,2.394859,5.961371,247.782,4800.04566,1.2344,-181.58609,-27.80667,2150.7661,0,2150.7661,-0.09705878,0,-0.09705878,0.00199631,0,0.03447689,2.64110384,0,602.28,6.39752,13.64085,0.38064867,0.00132821,-40.7311,-13.4425,-0.7829309,0.052883
L156,0,Restricted_L156,15.41,12.32,5.4,5.34,9.6175,4.38579739,57,390.49892,-0.127716,105,-0.004034,0.123682,41,7.032,11.677,11.947,13.155,0.357676935,0.935366894,2.026775,8.91102,4.279033,12.828724,217.4463,3398.67751,1.2875,-183.06693,-31.01387,1594.39133,0,1594.39133,-0.11064959,0,-0.11064959,0.00184098,0,0.03400711,3.01092853,0,446.48,6.98092,13.91373,0.37900767,0.00173404,-40.91368,-13.29573,-0.8067688,0.049137
L157,0,Restricted_L157,15.89,12.5,5.41,5.36,9.79,4.565177981,39,306.33922,-0.128006,81,-0.00316,0.124846,38,6.541,7.402,9.746,12.265,0.416992486,0.937547776,1.44644,4.991313,2.325404,14.840372,248.9524,2488.13706,1.3797,-188.96941,-31.95379,1221.32469,0,1221.32469,-0.12070056,0,-0.12070056,0.00219831,0,0.03683369,3.28442932,0,342.01,6.9037,14.0986,0.37863227,0.00259442,-40.65229,-13.60237,-0.8589358,0.056386
L158,0,Restricted_L158,8.59,9.86,6.38,5.79,7.655,1.646215357,73,472.64275,-0.139857,128,-0.013122,0.126735,59,8.039,6.74,13.168,14.816,0.426678954,0.92150765,1.065397,4.339372,0.736028,6.630349,243.5101,4213.02706,1.2571,-190.95247,-30.52456,1930.91046,0,1930.91046,-0.10146424,0,-0.10146424,0.00210746,0,0.03559777,2.76098236,0,540.71,6.38405,13.59085,0.37956328,0.00143938,-40.12791,-13.54326,-0.7955938,0.059115
