,,SampleName,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var
154.00 ,,L154,7.41,6.9,6.48,5.7,6.6225,0.62619386,80,501.70392,-0.196422,136,-0.04692,0.149501,68,8.913,7.336,13.944,16.715,0.439926306,0.937675306,0.941934,5.033924,3.241279,33.779153,53.3992,4494.97172,1.2507,-39.88504,23.14386,2058.70136,1050.58733,1008.11403,-0.00120332,0.0122615,-0.01523543,0.00026003,0.22251568,0.01378511,0.37327987,380.3,196.19,8.40907,14.39903,0.4033441,0.00091757,-38.73089,-12.98306,-0.7643822,0.04826
155.00 ,,L155,8.61,7.09,6.42,5.56,6.92,1.116310889,86,529.75716,-0.197448,144,-0.04463,0.152818,84,8.313,9.276,14.309,14.352,0.378311411,0.863226272,1.372093,6.720605,2.034591,22.053167,146.5829,4776.06255,1.2429,-30.86269,19.3498,2046.36282,1067.91754,978.44528,-0.00242491,0.00971893,-0.01567923,0.00020067,0.19065634,0.01286271,0.34201402,398.66,174.38,8.74239,14.19617,0.40299416,0.00073059,-40.3669,-13.31422,-0.7675591,0.048243
156.00 ,,L156,10.6,9.68,5.63,5.49,7.85,2.313514642,58,391.50686,-0.189112,105,-0.03768,0.151433,56,7.327,9.306,12.486,14.206,0.394633035,0.969428142,1.469248,6.603116,3.064027,18.94813,231.6129,3370.14069,1.3018,-43.1207,22.18851,1514.6195,773.05335,741.56615,-0.0022459,0.01364716,-0.01881379,0.00024228,0.20397963,0.01628988,0.44019232,238.82,185.31,8.35426,14.59148,0.40722885,0.00130386,-41.06342,-13.0171,-0.7927604,0.0459
157.00 ,,L157,11.08,9.6,5.69,5.58,7.9875,2.410304701,40,307.34716,-0.189234,81,-0.038159,0.151076,39,6.538,7.073,10.562,11.757,0.400006805,0.899128174,1.045153,4.671896,3.626485,25.057296,238.4197,2463.12339,1.3983,-47.00049,26.73022,1184.97256,570.60503,614.36753,-0.00306595,0.01773618,-0.02238631,0.00031942,0.22417081,0.02014066,0.54823085,138.19,193.64,8.25522,14.94606,0.41260756,0.00197379,-40.53039,-12.95408,-0.8408251,0.051951
158.00 ,,L158,8.15,6.97,6.56,5.67,6.8375,0.891666277,74,473.65069,-0.195552,128,-0.045571,0.149981,65,8.341,6.754,14.107,15.588,0.427666054,0.934420333,1.059022,4.351228,3.631419,28.99333,101.1327,4191.31299,1.2663,-43.19437,23.38219,1924.80218,973.80824,950.99394,-0.00249685,0.01144379,-0.01677191,0.00026931,0.20111647,0.01430226,0.38303491,340.04,198.96,8.3425,14.55965,0.40394305,0.00086323,-39.58413,-13.30528,-0.7713129,0.052003
159.00 ,,L159,8.39,7.12,6.41,5.6,6.88,1.024329049,82,569.73657,-0.197656,152,-0.047284,0.150372,81,8.827,8.876,15.612,17.524,0.417118918,0.99263623,1.297946,6.494875,3.413007,29.192681,298.3441,4850.95253,1.3161,-45.1068,24.12077,2096.6031,1020.98761,1075.61549,-0.00253008,0.01224002,-0.01655004,0.00025817,0.21551509,0.01454742,0.39323656,358.86,228.25,8.3773,14.59363,0.40393477,0.00122161,-39.55701,-13.12766,-0.8037046,0.050056
160.00 ,,L160,8.24,7.01,6.51,5.67,6.8575,0.930789316,68,445.59745,-0.196144,120,-0.045544,0.1506,53,8.275,6.787,13.622,14.607,0.417152159,0.882598187,0.942257,4.403634,3.976433,30.226907,142.3972,3886.91356,1.2846,-44.14065,24.57996,1802.56713,886.07802,916.48911,-0.00280436,0.01236648,-0.0174718,0.00028692,0.20837534,0.0151506,0.40714236,305.28,199.49,8.34551,14.76248,0.40521035,0.00107616,-39.46995,-13.30948,-0.7832642,0.053963
161.00 ,,L161,7.37,6.93,6.57,5.79,6.665,0.579202037,62,417.54422,-0.196037,112,-0.046926,0.149111,60,7.834,6.741,11.819,14.861,0.444660543,0.948493745,0.878331,4.340864,3.266407,40.599104,247.1765,3575.38834,1.3087,-42.06203,25.21054,1661.26382,766.59536,894.66846,-0.00204117,0.01515075,-0.01677203,0.00036389,0.23566264,0.01598857,0.43603213,265.92,199.29,8.41277,14.93478,0.40716956,0.00143086,-38.73362,-13.31943,-0.7952268,0.054515
162.00 ,,L162,3.85,3.84,3.92,3.92,3.8825,0.037666298,79,608.72796,-0.206031,160,-0.039351,0.166681,73,10.569,9.071,12.265,20.726,0.492748799,0.980509036,1.575658,6.7489,2.986935,14.483088,377.8277,4911.6645,1.3888,-40.70367,20.90113,2260.49567,1033.85968,1226.63598,-0.00405682,0.01371577,-0.0190363,0.00022417,0.20014093,0.01651281,0.45178802,323.39,309.61,8.46665,14.7044,0.40530286,0.00158537,-40.85786,-13.118,-0.8342673,0.048418
163.00 ,,L163,6.06,6.41,7.76,8.12,7.0875,0.870786283,107,790.98944,-0.204424,209,-0.038737,0.165687,100,9.838,8.561,13.841,19.021,0.459189339,0.966710714,1.617459,6.271724,3.7723,29.335199,731.4537,6519.65482,1.3595,-51.21311,23.45564,2579.17208,1282.13983,1297.03225,-0.00356001,0.01265669,-0.01959051,0.00027842,0.17426477,0.01632788,0.43929016,410.63,311.62,8.4221,14.5857,0.40398465,0.00143679,-41.67233,-13.15121,-0.8154743,0.043312
164.00 ,,L164,4.63,4.69,6.83,6.92,5.7675,1.108160074,99,738.91473,-0.189253,195,-0.061389,0.127864,91,11.462,9.785,13.71,22.765,0.492109814,0.993064038,1.43615,7.278343,3.634544,28.139957,652.7388,6052.66341,1.368,-44.77625,22.56012,2548.09038,1179.31475,1368.77564,-0.00313445,0.01416206,-0.01803685,0.0002415,0.20601598,0.01617732,0.44200833,370.31,343.23,8.27032,14.56741,0.40242674,0.00147598,-41.4237,-13.10175,-0.8291824,0.045247
165.00 ,,L165,4.2,4.17,4.97,5.13,4.6175,0.436312675,123,763.10531,-0.211353,207,-0.02351,0.187843,104,10.379,11.395,14.95,19.163,0.421090797,0.923162154,2.28387,9.152355,3.074099,18.572111,647.1162,6889.47403,1.2412,-47.5915,20.83067,2927.15705,1530.65672,1396.50033,-0.00227557,0.00928972,-0.01495189,0.00026454,0.14690012,0.01228826,0.32629302,598.75,220.94,8.28912,14.53687,0.40162122,0.00087527,-42.18028,-13.2902,-0.7526139,0.037251
166.00 ,,L166,3.59,3.5,3.4,3.45,3.485,0.070178344,93,710.8615,-0.188732,187,-0.060918,0.127814,86,10.039,10.01,12.259,20.078,0.474130399,1,1.95269,7.662149,2.26994,24.213753,686.7785,5756.16815,1.3839,-42.23794,20.82954,2310.35625,1120.78249,1189.57375,-0.00239869,0.0141118,-0.0179544,0.00021643,0.2110581,0.01611752,0.43783948,329.28,317.69,8.52067,14.39041,0.40208833,0.00148496,-38.32989,-13.12327,-0.8336607,0.04641
167.00 ,,L167,8.29,8.27,7.95,8.14,8.1625,0.135531362,87,638.79708,-0.2053,169,-0.037155,0.168145,85,9.942,8.241,13.698,19.644,0.472404588,0.987929994,1.359298,5.852885,3.749796,28.536959,454.2402,5293.77707,1.3522,-50.63344,22.60347,2331.09021,1131.78139,1199.30882,-0.00386596,0.01218456,-0.01901275,0.00029942,0.1685139,0.01587649,0.42715225,380.01,272.76,8.33244,14.57889,0.40465465,0.00139305,-40.59172,-13.0491,-0.8090265,0.044873
168.00 ,,L168,8.27,8.34,8.06,8.24,8.2275,0.103289641,89,670.79589,-0.195501,177,-0.036524,0.158977,84,9.274,10.144,14.319,18.33,0.428341084,0.988246711,1.835145,7.678236,5.524167,44.447598,503,5406.21102,1.3904,-53.39342,24.85168,2323.89286,1038.54028,1285.35259,-0.00512498,0.01542516,-0.0217291,0.00035431,0.18603868,0.01875481,0.5146187,309.83,340.93,8.32536,15.08418,0.40543137,0.00160601,-41.87147,-13.15596,-0.8213471,0.047474
169.00 ,,L169,6.71,6.65,7.6,7.48,7.11,0.432608368,81,610.74385,-0.205449,161,-0.040284,0.165166,78,9.918,8.438,13.854,18.727,0.456544528,0.944091551,1.557768,6.054233,3.786666,19.847373,626.4778,4993.73521,1.3705,-50.35217,22.31039,2199.57317,1034.06406,1165.50911,-0.00382567,0.01342438,-0.01913028,0.00029733,0.17302254,0.01650086,0.44756787,329.06,286.88,8.29972,14.59283,0.40422919,0.00151539,-41.71293,-13.10448,-0.824082,0.046288
170.00 ,,L170,2.99,3.08,4.2,4.34,3.6525,0.620297308,89,662.81855,-0.212333,175,-0.027853,0.184479,81,9.512,10.852,13.681,18.384,0.428361721,0.966358284,2.047927,8.6437,2.525368,26.176075,346.4203,5489.05835,1.3531,-46.38969,19.395,2382.37788,1153.40193,1228.97595,-0.0035042,0.01264243,-0.01865791,0.00026547,0.15939917,0.01585341,0.42845907,378.81,288.33,8.43978,14.57419,0.40510738,0.00148429,-41.81476,-13.11186,-0.8046914,0.041011
171.00 ,,L171,3.56,3.5,6.81,6.88,5.1875,1.657820482,93,710.8615,-0.204731,187,-0.040629,0.164102,85,10.983,10.082,15.333,20.13,0.441980459,0.91641628,1.57048,7.768581,4.046617,37.024803,547.8922,5747.49454,1.386,-44.12191,22.47849,2453.63863,1132.2681,1321.37053,-0.00376761,0.0140055,-0.0189972,0.00022637,0.20746327,0.01665407,0.45425879,336.87,350.22,8.45023,14.61771,0.40296931,0.00150292,-41.7485,-13.09708,-0.8400325,0.047872
