No,yield20,,SampleName,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var
L129,0,129.00 ,CoH2L129,28.51,27.5,13.96,8.61,19.645,8.578748452,39,285.24894,-0.232577,380,-0.079781,0.152796,31,7.155,5.503,7.682,14.22,0.518883415,0.993710692,0.789387,3.161352,10.563115,41.505791,56.8167,2343.69382,1.3639,-66.29386,36.18405,1107.26275,708.68965,398.5731,0.00090291,0.0277495,-0.04683213,0.00146,0.14219078,0.03437227,0.94201819,86.52,223.54,6.53242,14.91975,0.39913143,0.00507107,-39.55486,-10.73779,-0.6926542,0.044692
L130,0,130.00 ,CoH2L130,28.09,27.18,13.95,8.65,19.4675,8.385870184,45,313.30217,-0.232173,424,-0.07929,0.152883,41,8.202,6.644,7.958,16.387,0.528800542,0.998963667,0.901663,4.295001,10.498072,43.524917,73.8904,2635.20449,1.3323,-66.52751,36.6249,1225.70258,825.88288,399.8197,0.00146705,0.02492428,-0.04698711,0.00143804,0.1355801,0.03162758,0.87405944,107.26,235.97,6.51626,14.87807,0.39916225,0.00456071,-39.60109,-11.10826,-0.6939953,0.040795
L131,0,131.00 ,CoH2L131,29.44,27.39,13.97,7.58,19.595,9.13354942,45,313.30217,-0.231878,424,-0.079222,0.152656,41,7.741,7.081,8.224,15.272,0.499460379,0.986435861,1.145419,4.516677,10.590973,38.719859,125.1489,2662.96605,1.3184,-66.78476,39.16124,1268.43879,786.42041,482.01837,0.00070869,0.02540634,-0.03958592,0.00156929,0.15675059,0.03063054,0.8379668,139.25,215.95,6.52605,15.1555,0.39857203,0.00476948,-39.57598,-10.46182,-0.6861723,0.040307
L132,0,132.00 ,CoH2L132,28.76,29.07,7.8,8.4,18.5075,10.41023865,47,329.34631,-0.227934,456,-0.076799,0.151135,38,6.878,6.752,10.716,13.578,0.437351028,0.987060192,0.98344,4.346591,15.749207,61.785309,351.3367,2850.83483,1.2946,-75.90902,50.3481,1332.44212,1022.95283,309.48929,0.00699291,0.02882518,-0.06516913,0.00169593,0.08378461,0.03373784,1.01408303,50.44,322.68,6.4403,14.26542,0.38946531,0.00406721,-34.37382,-10.23204,-0.6818121,0.032652
L133,0,133.00 ,CoH2L133,4.85,27.47,6.46,6.21,11.2475,9.386081118,45,393.3472,-0.230263,538,-0.083862,0.146401,37,7.619,5.66,11.701,15.238,0.467437651,1,0.841462,3.3979,16.161475,72.435279,505.2432,3056.93758,1.4419,-74.51196,29.64094,1426.12032,1098.10972,328.0106,0.00455628,0.02385343,-0.06004648,0.00181871,0.08187674,0.02997676,0.87560535,121.68,277.67,6.47141,14.40243,0.39124892,0.00452438,-36.13948,-10.2955,-0.7634063,0.048515
L134,0,134.00 ,CoH2L134,21.41,25.72,5.19,5.24,14.39,9.30069621,85,617.68689,-0.215666,872,-0.053938,0.161728,55,8.259,11.665,13.905,14.901,0.368189568,0.902106793,1.958277,9.285819,9.521929,39.177465,325.089,5049.07996,1.3709,-68.38729,25.39918,2087.85246,1066.80889,1021.04357,-0.00384483,0.01659158,-0.02519724,0.00097532,0.10427915,0.02122006,0.56599931,312.15,272.5,6.22632,14.49716,0.39765104,0.00280238,-41.64193,-12.44941,-0.7392435,0.034751
L135,0,135.00 ,CoH2L135,4.83,26.62,4.74,4.53,10.18,9.492262639,79,633.64483,-0.21551,886,-0.057807,0.157703,79,9.38,11.503,11.612,18.758,0.447973635,0.99989339,1.907277,9.082411,9.858219,47.105555,309.0651,5040.18193,1.4088,-67.94914,23.33314,2170.95184,1182.05572,988.89612,-0.00374379,0.01662766,-0.02809436,0.00094521,0.08987035,0.02242965,0.59459282,290.62,317.31,6.3084,14.4556,0.39834768,0.00326479,-40.84406,-12.37735,-0.775544,0.040114
L136,0,136.00 ,CoH2L136,20.45,26.16,4.74,4.64,13.9975,9.523986495,73,605.5916,-0.2157,842,-0.056833,0.158867,72,7.986,11.654,12.015,13.052,0.355436943,0.817180065,2.075376,9.193604,9.365845,32.521743,348.6568,4745.22139,1.4301,-81.24181,23.07795,2008.62479,1042.83445,965.79035,-0.00729419,0.01726303,-0.03381041,0.0014858,0.07409019,0.02655845,0.68625385,261.53,300.94,6.18682,15.15837,0.39944657,0.00358218,-41.34063,-12.66313,-0.7689799,0.038622
L137,1,137.00 ,CoH2L137,9.36,25.24,8.75,9.98,13.3325,6.888538942,71,576.55197,-0.226884,795,-0.039851,0.187033,56,9.084,9.707,11.413,17.907,0.45883619,0.985634082,1.629638,7.26972,9.97278,48.162944,232.9109,4404.55152,1.4668,-69.74387,27.71875,1814.79461,1032.12694,782.66767,-0.00217774,0.01985527,-0.03123332,0.00096139,0.11445597,0.02511291,0.67381617,192.5,315.69,6.37819,15.12474,0.40285136,0.00356517,-42.00684,-11.96851,-0.7725146,0.039468
L138,0,138.00 ,CoH2L138,22.72,26.7,6.8,4.9,15.28,9.558043733,57,435.42541,-0.222347,599,-0.038444,0.183903,50,7.254,7.781,13.008,13.164,0.387712426,0.907361456,1.299261,5.245908,9.854492,22.507532,156.357,3502.40361,1.3931,-78.4803,29.04462,1559.69289,930.18489,629.50801,-0.00487205,0.0219557,-0.04451374,0.00168052,0.07889471,0.03225774,0.84519523,145.72,291.04,6.2507,15.06978,0.39905169,0.00440876,-40.01181,-12.26439,-0.7216115,0.031478
L139,0,139.00 ,CoH2L139,21.54,23.03,6.64,5.53,14.185,8.12659369,58,451.42482,-0.204365,617,-0.065873,0.138492,44,7.303,8.599,12.412,12.842,0.379345996,0.879227715,1.203662,5.517968,8.365799,37.472974,343.3392,3527.43998,1.4341,-65.45225,37.10585,1547.43791,746.76515,800.67276,-0.00477995,0.01902374,-0.02698099,0.00118144,0.1477378,0.02362645,0.62969773,228.28,205.05,6.15324,14.62814,0.40281188,0.0034547,-40.01029,-12.1563,-0.7638382,0.041129
L140,0,140.00 ,CoH2L140,12.79,26.76,8.92,8.06,14.1325,7.505022901,48,422.40644,-0.238834,556,-0.07788,0.160954,40,7.974,7.997,11.63,15.855,0.446846288,0.994168548,1.219953,5.427505,9.506997,54.202227,352.1619,3223.15203,1.4686,-64.38385,32.72294,1459.95619,851.48779,608.4684,-0.00404801,0.02202524,-0.04053479,0.00117939,0.13672989,0.03057473,0.80925289,143.4,265.43,6.66422,15.20728,0.39828433,0.00410474,-39.56052,-10.32156,-0.7472346,0.039491
L141,0,141.00 ,CoH2L141,21.98,26.38,8.81,8.48,16.4125,7.922604922,40,328.27536,-0.214094,440,-0.080495,0.133599,35,7.272,6.956,10.052,14.536,0.460816637,0.999449945,0.902027,4.4888,11.645402,50.224569,269.9703,2568.85611,1.432,-76.16299,46.46065,1188.53767,715.2329,473.30477,-0.00399031,0.02692073,-0.05070143,0.00205507,0.13310915,0.03738461,0.99024374,108.27,224.56,6.22996,14.59559,0.39877509,0.00512456,-40.01506,-11.46792,-0.7350575,0.039341
L142,0,142.00 ,CoH2L142,17.22,26.52,6.36,3.98,13.52,9.013423323,74,573.59115,-0.223968,801,-0.039997,0.183971,68,9.044,9.411,11.647,17.904,0.459524665,0.98982751,1.634185,7.277508,11.751555,58.450995,436.7874,4607.55001,1.395,-80.78061,31.27588,1970.87524,1219.70918,751.16605,-0.00228559,0.02116387,-0.04036176,0.00160219,0.07531758,0.02908528,0.77500259,197.68,354.23,6.29951,14.54452,0.3982672,0.00369803,-41.30207,-11.58634,-0.7396489,0.03217
L143,1,143.00 ,CoH2L143,10.14,25.92,9.21,5.91,12.795,7.739026102,114,811.9591,-0.219821,1162,-0.03642,0.183401,109,9.091,10.938,15.636,17.832,0.401567356,0.980750192,2.022812,8.624429,9.874194,45.815123,577.1604,6872.1,1.324,-84.74944,32.08515,2610.89205,1439.96186,1170.93019,-0.00532312,0.01596412,-0.03150128,0.00137972,0.0904193,0.02402724,0.62401715,385.53,345.59,6.10996,14.23632,0.39549386,0.0026765,-42.14396,-11.42187,-0.7457179,0.029774
L144,1,144.00 ,CoH2L144,23.63,24.59,5.85,4.99,14.765,9.356103623,106,671.86203,-0.220391,968,-0.031279,0.189112,103,9.267,10.275,11.284,17.9,0.453635419,0.965792597,1.965252,7.866435,9.424733,39.054874,200.3556,5917.31004,1.2723,-73.27903,29.13986,2235.14488,1302.25821,932.88668,-0.00317239,0.01587286,-0.02975851,0.00119944,0.10754934,0.02241994,0.58962558,350.77,275.14,6.1817,14.30316,0.39685703,0.00243262,-41.89667,-12.44282,-0.7068977,0.023543
L145,1,145.00 ,CoH2L145,24.77,27.89,13.4,5.72,17.945,8.882444765,43,377.30306,-0.233199,506,-0.08183,0.151369,39,8.12,7.421,8.178,15.743,0.502297237,0.969396552,1.195302,5.101402,11.654661,39.193482,99.3868,2824.98519,1.4966,-68.51289,36.68066,1329.42563,754.76791,574.65772,-0.00135118,0.02673462,-0.03823967,0.00147462,0.13288169,0.03190877,0.86281292,129.07,243.21,6.53147,15.41819,0.399131,0.00523928,-40.13048,-10.66306,-0.7628144,0.052874
L146,0,146.00 ,CoH2L146,30.56,28.6,14.07,10.78,21.0025,8.683704207,27,229.14247,-0.233695,292,-0.079942,0.153753,22,5.93,5.771,7.689,11.799,0.46712063,0.994856661,0.868797,3.1926,10.929639,44.147913,23.9998,1750.69537,1.4667,-67.08464,41.30058,898.83261,579.08286,319.74975,0.00194162,0.03297263,-0.05425709,0.00162649,0.15287239,0.04001349,1.10326765,59.9,191.79,6.54849,15.45755,0.40051929,0.00742654,-39.48424,-9.90124,-0.6835908,0.055158
L147,0,147.00 ,CoH2L147,21.37,29.16,5.95,6.52,15.75,9.907640991,47,329.34631,-0.224278,456,-0.029725,0.194553,43,5.917,7.735,11.331,11.417,0.374536627,0.964762549,1.552207,5.325179,11.827023,41.852223,332.1714,2825.11866,1.3064,-65.68028,56.03583,1252.48449,855.06923,397.41526,0.00515132,0.0257851,-0.03924384,0.00156434,0.14548996,0.02845742,0.81785394,119.92,230.81,6.44576,14.12847,0.39042001,0.00447332,-33.77669,-10.96615,-0.6967591,0.029999
L148,0,148.00 ,CoH2L148,22.75,30.01,10.97,15.11,19.71,7.295190196,31,203.1913,-0.222572,271,-0.029076,0.193496,31,4.971,5.531,9.237,9.657,0.395373593,0.971333736,0.899076,3.152016,11.57724,31.212448,177.1758,1778.41931,1.2803,-67.31865,47.49427,851.36128,616.84608,234.51521,0.0075606,0.03477527,-0.06402222,0.00125747,0.12316481,0.03961154,1.16550728,23.88,214.53,6.41997,14.11684,0.38152832,0.00578177,-26.23341,-10.45277,-0.6026889,0.013411
